rank,title,total ratings,installs,average rating,growth (30 days),growth (60 days),price,category,5 star ratings,4 star ratings,3 star ratings,2 star ratings,1 star ratings,paid
38,Texas Hold'em & Omaha Poker: Pokerist,243022,10.0 M,4.06,0.5,1.2,0.0,GAME CARD,158710,26096,11836,6062,40315,False
39,Indian Rummy - Play Rummy Game Online,237290,10.0 M,4.12,0.5,1.0,0.0,GAME CARD,154997,28244,14716,7348,31983,False
40,RummyCircle - Play Indian Rummy Online | Card Game,229621,10.0 M,4.14,0.3,0.7,0.0,GAME CARD,151592,29078,11161,5684,32104,False
41,FreeCell Solitaire,227750,10.0 M,4.59,0.7,1.5,0.0,GAME CARD,166986,43722,8461,2424,6156,False
42,Spades Free,224406,5.0 M,4.46,0.1,0.3,0.0,GAME CARD,153066,44243,13048,4969,9078,False
43,Absolute Bingo- Free Bingo Games Offline or Online,219712,10.0 M,4.61,2.0,4.2,0.0,GAME CARD,172564,27565,9081,3057,7443,False
44,TopFun Domino QiuQiu:Domino99 (KiuKiu),207711,5.0 M,4.06,0.9,2.3,0.0,GAME CARD,140865,13924,11882,7214,33824,False
45,Durak,202266,5.0 M,4.35,0.1,0.2,0.0,GAME CARD,146008,24164,8008,4179,19905,False
46,Spades Royale - Best Online Spades Card Games App,201275,1.0 M,4.62,2.0,4.3,0.0,GAME CARD,167188,13872,6881,3545,9787,False
47,Solitaire TriPeaks Journey - Free Card Game,198472,5.0 M,4.59,2.4,5.4,0.0,GAME CARD,150157,28419,11648,3113,5132,False
48,Scopa - Free Italian Card Game Online,187720,5.0 M,3.92,1.1,2.3,0.0,GAME CARD,115303,19763,10016,6767,35868,False
49,Solitaire Arena,177043,1.0 M,4.48,90.9,0.0,0.0,GAME CARD,121849,34906,10273,3117,6895,False
50,Mango Capsa Susun,173896,5.0 M,3.63,0.2,0.5,0.0,GAME CARD,97021,13857,10667,6218,46130,False
51,Microsoft Solitaire Collection,173053,5.0 M,4.5,1.4,3.2,0.0,GAME CARD,131365,20319,7452,4075,9839,False
52,Solitaire,172214,5.0 M,4.63,0.2,0.4,0.0,GAME CARD,135829,21802,6771,2217,5592,False
52,Solitaire,172214,5.0 M,4.63,0.2,0.4,0.0,GAME CARD,121654,32118,6419,1279,3109,False
52,Solitaire,172214,5.0 M,4.63,0.2,0.4,0.0,GAME CARD,120414,24300,4744,1166,2870,False
53,Soccer Spirits,170795,1.0 M,4.16,0.0,0.1,0.0,GAME CARD,112217,21021,10406,6267,20882,False
54,Solitaire,164582,5.0 M,4.63,0.0,0.1,0.0,GAME CARD,135829,21802,6771,2217,5592,False
54,Solitaire,164582,5.0 M,4.63,0.0,0.1,0.0,GAME CARD,121654,32118,6419,1279,3109,False
54,Solitaire,164582,5.0 M,4.63,0.0,0.1,0.0,GAME CARD,120414,24300,4744,1166,2870,False
55,Polskie Złote Zdrapki,163407,1.0 M,4.56,0.1,0.2,0.0,GAME CARD,123647,22528,8705,2558,5966,False
56,Belote.com - Free Belote Game,161525,1.0 M,4.44,3.2,7.3,0.0,GAME CARD,108705,32225,10481,3267,6844,False
57,Truco ZingPlay: Jogo de cartas online grátis,155284,1.0 M,4.33,0.2,0.6,0.0,GAME CARD,117610,10123,6545,3872,17131,False
58,Solitaire,153496,5.0 M,4.68,3.9,6.7,0.0,GAME CARD,135829,21802,6771,2217,5592,False
58,Solitaire,153496,5.0 M,4.68,3.9,6.7,0.0,GAME CARD,121654,32118,6419,1279,3109,False
58,Solitaire,153496,5.0 M,4.68,3.9,6.7,0.0,GAME CARD,120414,24300,4744,1166,2870,False
59,Fairway Solitaire - Card Game,152574,5.0 M,4.57,1.0,1.8,0.0,GAME CARD,113812,23950,7325,2352,5132,False
60,Dummy Hero,151637,1.0 M,4.39,0.1,0.3,0.0,GAME CARD,102146,25728,12919,2965,7877,False
61,ไพ่แคง - มีดัมมี่ ป๊อกเด้ง ไฮโล เก้าเก,148955,5.0 M,4.61,1.8,3.8,0.0,GAME CARD,123486,9793,5810,2535,7327,False
62,Solitaire Collection,148422,5.0 M,4.72,2.1,3.4,0.0,GAME CARD,123397,16423,3836,1405,3358,False
63,Solitaire Free Game,148368,5.0 M,4.81,1.9,4.0,0.0,GAME CARD,134222,7688,2384,1132,2940,False
64,Reigns,146504,500.0 k,4.58,0.1,0.2,2.99,GAME CARD,108627,25330,5696,2743,4105,True
65,The Elder Scrolls: Legends,143401,1.0 M,3.98,0.1,0.2,0.0,GAME CARD,86241,19241,9740,5699,22478,False
66,Solitaire Classic,143241,5.0 M,4.64,1.3,2.6,0.0,GAME CARD,113139,19002,5459,1626,4012,False
67,Spider Solitaire,139406,10.0 M,4.57,0.5,1.1,0.0,GAME CARD,103974,22432,6574,1613,4811,False
67,Spider Solitaire,139406,10.0 M,4.57,0.5,1.1,0.0,GAME CARD,92957,20349,4987,1306,3760,False
68,Solitaire,138404,10.0 M,4.62,1.8,4.1,0.0,GAME CARD,111502,14062,5380,2108,5350,False
69,三國殺名將傳,136809,500.0 k,4.27,0.2,0.6,0.0,GAME CARD,91660,18580,10991,3630,11946,False
70,Rummy 45 - Remi Etalat,136246,1.0 M,4.71,1.2,3.2,0.0,GAME CARD,115261,11793,3907,1325,3957,False
71,Classic Solitaire,135924,1.0 M,4.62,0.2,0.6,0.0,GAME CARD,101860,25175,4034,1378,3475,False
72,Eredan Arena PVP,127611,1.0 M,4.44,0.0,0.1,0.0,GAME CARD,97334,11624,5407,3598,9645,False
73,뉴 한판 맞고 (데이터 필요없는 무료 고스톱),127589,1.0 M,4.23,0.0,0.0,0.0,GAME CARD,76270,26367,12236,3600,9114,False
74,Descarte,126103,5.0 M,4.28,0.3,0.6,0.0,GAME CARD,82726,19790,9530,3686,10369,False
75,Spider Solitaire,123361,10.0 M,4.6,1.2,2.6,0.0,GAME CARD,103974,22432,6574,1613,4811,False
75,Spider Solitaire,123361,10.0 M,4.6,1.2,2.6,0.0,GAME CARD,92957,20349,4987,1306,3760,False
76,Pokémon TCG Online,118878,5.0 M,4.31,1.3,2.5,0.0,GAME CARD,83916,13702,6546,3118,11593,False
77,Texas Holdem Poker Pro,116742,5.0 M,4.13,0.0,0.0,0.0,GAME CARD,71102,19586,9803,2838,13411,False
78,애니팡 맞고,116242,1.0 M,3.74,0.6,0.5,0.0,GAME CARD,58449,17142,13257,6354,21037,False
79,Phase 10: World Tour,113673,1.0 M,4.21,4.6,10.3,0.0,GAME CARD,77547,12718,5694,5245,12468,False
80,大富豪BEST,113579,1.0 M,4.3,0.0,0.1,0.0,GAME CARD,63094,32072,11980,1960,4470,False
81,피망 섯다,113285,1.0 M,4.23,0.2,0.6,0.0,GAME CARD,75164,15699,7670,2802,11948,False
82,BlackJack 21 - Online Blackjack multiplayer casino,113155,5.0 M,4.39,0.2,0.4,0.0,GAME CARD,84000,12556,4172,2046,10380,False
83,Belote Multiplayer,111685,1.0 M,4.32,1.6,3.4,0.0,GAME CARD,63580,31441,10061,2034,4567,False
84,Batak HD - İnternetsiz Batak,107496,10.0 M,4.09,0.3,0.6,0.0,GAME CARD,67556,14098,8377,3165,14298,False
85,LG Smart Truco,106005,5.0 M,4.19,0.2,0.5,0.0,GAME CARD,68699,14918,7598,3874,10914,False
86,한게임 신맞고 : 대한민국 원조 고스톱,105591,1.0 M,3.95,1.0,2.7,0.0,GAME CARD,62320,14376,7997,3364,17531,False
87,Solitaire TriPeaks Adventure - Free Card Game,105515,1.0 M,4.78,0.7,1.4,0.0,GAME CARD,93175,6607,2388,1084,2258,False
88,Spider Solitaire,105501,5.0 M,4.61,0.4,0.9,0.0,GAME CARD,80062,17295,3387,1438,3317,False
89,Gin Rummy Free,103645,1.0 M,4.43,0.2,0.4,0.0,GAME CARD,66055,25439,6754,1688,3706,False
90,Mega Hit Poker: Texas Holdem,101296,1.0 M,4.44,2.9,8.4,0.0,GAME CARD,74275,13505,4405,1644,7465,False
91,Solitaire: Super Challenges,100602,1.0 M,4.5,0.3,0.3,0.0,GAME CARD,69721,20324,5572,1248,3735,False
92,Solitaire - Make Free Money & Play the Card Game,98731,1.0 M,4.32,1.6,3.2,0.0,GAME CARD,66082,14577,8338,2855,6875,False
93,Solitaire,98416,10.0 M,4.18,0.5,1.0,0.0,GAME CARD,65524,11878,5610,4452,10950,False
93,Solitaire,98416,10.0 M,4.18,0.5,1.0,0.0,GAME CARD,82855,7921,2670,1141,3146,False
93,Solitaire,98416,10.0 M,4.18,0.5,1.0,0.0,GAME CARD,78790,5954,1902,956,2425,False
94,Solitaire,97735,5.0 M,4.7,3.9,7.8,0.0,GAME CARD,65524,11878,5610,4452,10950,False
94,Solitaire,97735,5.0 M,4.7,3.9,7.8,0.0,GAME CARD,82855,7921,2670,1141,3146,False
94,Solitaire,97735,5.0 M,4.7,3.9,7.8,0.0,GAME CARD,78790,5954,1902,956,2425,False
95,Cribbage Classic,95738,1.0 M,4.58,0.8,1.7,0.0,GAME CARD,67982,20921,3342,1346,2145,False
96,Solitaire Tripeaks: Farm Adventure,94249,1.0 M,4.55,2.1,4.5,0.0,GAME CARD,70322,13475,5430,1726,3294,False
97,Tien Len - Southern Poker,93910,10.0 M,4.38,0.1,0.2,0.0,GAME CARD,66945,9827,9038,2059,6038,False
98,Otogi: Spirit Agents,91638,1.0 M,4.32,0.0,0.1,0.0,GAME CARD,59868,16329,6839,2379,6219,False
99,Epic Cards Battle(TCG),90588,1.0 M,4.35,0.0,0.0,0.0,GAME CARD,56325,19524,8896,2109,3731,False
100,Solitaire,90029,5.0 M,4.75,11.8,27.5,0.0,GAME CARD,65524,11878,5610,4452,10950,False
100,Solitaire,90029,5.0 M,4.75,11.8,27.5,0.0,GAME CARD,82855,7921,2670,1141,3146,False
100,Solitaire,90029,5.0 M,4.75,11.8,27.5,0.0,GAME CARD,78790,5954,1902,956,2425,False
1,Zynga Poker – Free Texas Holdem Online Card Games,2563915,50.0 M,4.29,0.3,0.7,0.0,GAME CASINO,1814947,300825,110222,50967,286951,False
2,Slotomania™ Free Slots: Casino Slot Machine Games,1792212,50.0 M,4.38,0.7,1.6,0.0,GAME CASINO,1263458,251809,100067,44114,132761,False
3,Teen Patti Gold – Indian Family Card Game,1498979,50.0 M,4.47,0.8,1.5,0.0,GAME CASINO,1185864,112435,46330,23783,130564,False
4,Teen Patti by Octro - Indian Poker Card Game,1487569,50.0 M,4.25,0.1,0.2,0.0,GAME CASINO,1080016,109806,68325,41191,188229,False
5,Coin Dozer: Sweepstakes,1476587,50.0 M,4.44,0.3,0.7,0.0,GAME CASINO,1103596,155813,83125,33116,100935,False
6,House of Fun: Free Casino Slots & Casino Games,1395163,10.0 M,4.53,0.6,1.4,0.0,GAME CASINO,1051216,176597,80629,28236,58482,False
7,Scatter Slots - Las Vegas Casino Game 777 Online,1235181,10.0 M,4.59,1.1,2.2,0.0,GAME CASINO,914805,201226,77522,14075,27551,False
8,Lucky Day - Win Real Rewards,1002202,10.0 M,3.89,0.2,0.6,0.0,GAME CASINO,648706,60221,44110,37068,212095,False
9,Jackpot Party Casino Games: Spin FREE Casino Slots,907446,10.0 M,4.52,0.9,1.7,0.0,GAME CASINO,658045,149715,51754,13672,34257,False
10,Cash Frenzy™ Casino – Free Slots Games,811503,10.0 M,4.63,2.0,4.8,0.0,GAME CASINO,664863,75609,26264,10717,34047,False
11,myVEGAS Slots: Las Vegas Casino Games & Slots,748641,10.0 M,4.49,0.1,0.2,0.0,GAME CASINO,555658,100193,37189,15356,40242,False
12,Huuuge Casino Slots - Best Slot Machines,747773,10.0 M,4.3,0.7,1.5,0.0,GAME CASINO,525806,87637,42055,19254,73019,False
13,DoubleU Casino - Free Slots,656331,10.0 M,4.37,0.7,1.4,0.0,GAME CASINO,454055,93991,47200,19253,41830,False
14,Jackpot Slot Machines - Slots Era™ Vegas Casino,638226,5.0 M,4.56,0.9,1.7,0.0,GAME CASINO,467998,104943,37982,7955,19345,False
15,Caesars Casino: Casino & Slots For Free,605951,10.0 M,4.26,0.9,1.4,0.0,GAME CASINO,415148,72947,38437,19398,60018,False
16,DH Texas Poker - Texas Hold'em,583401,10.0 M,4.19,0.0,0.1,0.0,GAME CASINO,380202,79680,41608,16803,65105,False
17,Gold Fish Casino Slots - FREE Slot Machine Games,553700,5.0 M,4.63,0.4,1.0,0.0,GAME CASINO,460009,43505,14664,7387,28133,False
18,BLACKJACK!,544602,10.0 M,4.55,0.0,0.1,0.0,GAME CASINO,392347,100886,26522,5634,19210,False
19,Hit it Rich! Lucky Vegas Casino Slot Machine Game,490612,5.0 M,4.36,0.2,0.5,0.0,GAME CASINO,341161,68553,31256,15138,34501,False
20,Wizard of Oz Free Slots Casino,477941,10.0 M,4.59,0.7,1.6,0.0,GAME CASINO,374056,56431,20691,7809,18953,False
21,Dummy ดัมมี่ ไพ่แคง เกมไพ่ฟรี,466565,10.0 M,4.54,1.2,2.1,0.0,GAME CASINO,361433,47345,27520,8884,21381,False
22,Full House Casino - Free Vegas Slots Machine Games,454806,5.0 M,4.56,0.0,0.0,0.0,GAME CASINO,367099,33299,22236,6989,25181,False
23,Slots (Golden HoYeah) - Casino Slots,427360,10.0 M,4.31,0.4,1.0,0.0,GAME CASINO,295449,50195,34082,13142,34489,False
24,Luxy Poker-Online Texas Holdem,419956,5.0 M,4.3,0.4,0.8,0.0,GAME CASINO,298409,43575,25216,10824,41930,False
25,Vegas Slots - DoubleDown Casino,417288,10.0 M,4.3,0.6,1.1,0.0,GAME CASINO,286103,55598,25042,14793,35750,False
26,Big Fish Casino - Play Slots and Casino Games,402257,10.0 M,4.52,0.0,0.0,0.0,GAME CASINO,304175,52497,17452,6363,21768,False
27,Texas HoldEm Poker Deluxe,401779,10.0 M,4.38,0.0,0.0,0.0,GAME CASINO,280763,56584,27307,9045,28077,False
28,เก้าเกไทย,393594,10.0 M,4.45,0.1,0.2,0.0,GAME CASINO,309026,26528,16903,8426,32708,False
29,Big Time Cash. Make Money Free,393075,10.0 M,4.28,1.4,3.1,0.0,GAME CASINO,269406,48602,28089,10022,36953,False
30,Cashman Casino: Casino Slots Machines! 2M Free!,383237,10.0 M,4.42,1.1,2.7,0.0,GAME CASINO,280190,46244,20966,9989,25846,False
31,Slots: Heart of Vegas™ – Free Casino Slots Games,374996,10.0 M,4.27,0.4,0.8,0.0,GAME CASINO,257625,46217,23064,11368,36720,False
32,Casino Jackpot Slots - Infinity Slots™ 777 Game,367139,1.0 M,4.6,0.1,0.7,0.0,GAME CASINO,278020,55733,18514,4394,10475,False
33,my KONAMI Slots - Casino Games & Fun Slot Machines,346951,5.0 M,4.39,0.9,1.8,0.0,GAME CASINO,245762,46592,21632,9772,23191,False
34,Tycoon Casino Free Slots: Vegas Slot Machine Games,326484,5.0 M,4.74,1.0,2.1,0.0,GAME CASINO,288491,16223,6933,3226,11608,False
35,POP! Slots ™- Free Vegas Casino Slot Machine Games,323374,10.0 M,4.28,1.6,3.6,0.0,GAME CASINO,238209,24271,13368,8406,39117,False
36,GSN Casino: New Slots and Casino Games,316657,10.0 M,4.25,0.2,0.5,0.0,GAME CASINO,218480,35402,19799,10788,32186,False
37,Slots Pharaoh's Way Casino Games & Slot Machine,316103,10.0 M,4.61,0.1,0.2,0.0,GAME CASINO,252622,34018,12642,4267,12552,False
38,Tiến lên Miền Nam - Tiến Lên - tien len - ZingPlay,302091,10.0 M,4.45,1.0,2.3,0.0,GAME CASINO,246164,13179,6380,3768,32598,False
39,麻將 明星3缺1麻將–台灣16張麻將Mahjong 、SLOT、Poker,289796,5.0 M,4.27,0.5,1.3,0.0,GAME CASINO,206958,29858,13254,4898,34826,False
40,Lotsa Slots - Free Vegas Casino Slot Machines,289540,10.0 M,4.58,4.2,10.1,0.0,GAME CASINO,224239,35562,14838,4456,10442,False
41,Club Vegas 2021: New Slots Games & Casino bonuses,272210,5.0 M,4.73,6.9,16.5,0.0,GAME CASINO,237403,17220,6387,2523,8674,False
42,Billionaire Casino Slots - The Best Slot Machines,266239,10.0 M,4.37,1.5,3.2,0.0,GAME CASINO,194536,29405,12872,5600,23824,False
43,Quick Hit Casino Games - Free Casino Slots Games,261649,10.0 M,4.44,0.5,1.3,0.0,GAME CASINO,187296,36299,18329,5050,14673,False
44,NEW SLOTS 2021－free casino games & slot machines,261231,5.0 M,4.66,1.1,2.5,0.0,GAME CASINO,216166,23601,8677,2869,9916,False
45,Jackpot World™ - Free Vegas Casino Slots,257230,5.0 M,4.53,3.2,9.2,0.0,GAME CASINO,196111,31580,12390,3736,13411,False
46,神來也麻將－麻將、麻雀,251504,5.0 M,4.34,0.6,2.1,0.0,GAME CASINO,185875,25178,9258,3404,27786,False
47,"GAMEE Prizes - Play Free Games, WIN REAL CASH!",232488,10.0 M,4.31,7.2,15.0,0.0,GAME CASINO,157836,31045,19231,7211,17162,False
48,Tongits Go - The Best Card Game Online,226544,10.0 M,4.59,5.4,13.7,0.0,GAME CASINO,193676,7889,5233,3657,16086,False
49,ไพ่เท็กซัสโบย่า-Boyaa Texas Poker โป๊กเกอร์มือโปร,210708,5.0 M,4.49,0.1,0.3,0.0,GAME CASINO,160491,22448,10939,3583,13245,False
50,Gaminator Casino Slots - Play Slot Machines 777,209875,5.0 M,4.49,1.3,2.7,0.0,GAME CASINO,166629,16366,6522,3341,17015,False
51,GameTwist Casino Slots: Play Vegas Slot Machines,208792,10.0 M,4.32,1.2,2.3,0.0,GAME CASINO,150606,20686,11351,5321,20826,False
52,Double Win Casino Slots - Free Video Slots Games,206933,1.0 M,4.67,1.2,2.6,0.0,GAME CASINO,171828,18260,7274,2634,6935,False
53,UTP - Ultimate Teen Patti (3 Patti),206831,10.0 M,4.2,0.3,0.5,0.0,GAME CASINO,146519,19097,7418,4029,29765,False
54,Free Slot Machines with Bonus Games!,206215,5.0 M,4.82,0.3,0.6,0.0,GAME CASINO,188876,7861,3876,1265,4334,False
55,Hot Shot Casino Free Slots Games: Real Vegas Slots,203456,5.0 M,4.45,0.2,0.5,0.0,GAME CASINO,147321,26969,13889,3751,11524,False
56,Slot Machines - Free Vegas Slots Casino,196421,5.0 M,4.63,0.6,1.1,0.0,GAME CASINO,168530,8722,4938,2379,11849,False
57,Bingo Tycoon,189667,10.0 M,4.17,0.0,0.0,0.0,GAME CASINO,127862,19866,11819,6229,23889,False
58,Coin Dozer: Casino,181512,5.0 M,4.56,0.5,1.0,0.0,GAME CASINO,140249,20511,10115,3618,7016,False
59,Willy Wonka Slots Free Casino,176968,1.0 M,4.56,0.8,1.6,0.0,GAME CASINO,136961,21328,8019,2828,7830,False
60,MONOPOLY Slots Free Slot Machines & Casino Games,175464,5.0 M,4.42,1.2,2.9,0.0,GAME CASINO,137808,11815,5198,3418,17223,False
61,88 Fortunes Casino Games & Free Slot Machine Games,174429,1.0 M,4.7,0.8,2.1,0.0,GAME CASINO,152778,8558,3497,1713,7881,False
62,Slots Free - Big Win Casino™,173372,5.0 M,4.44,0.0,48.1,0.0,GAME CASINO,126641,21236,10953,4057,10483,False
63,Pmang Poker : Casino Royal,171067,5.0 M,4.1,0.4,0.9,0.0,GAME CASINO,105459,26234,13027,4149,22195,False
64,Slots Casino - Jackpot Mania,169473,5.0 M,4.66,0.3,0.6,0.0,GAME CASINO,144188,10372,4778,2160,7973,False
65,Roulette Royale - FREE Casino,169398,10.0 M,4.3,1.4,3.1,0.0,GAME CASINO,118927,19216,10587,5279,15387,False
66,Slotpark - Online Casino Games & Free Slot Machine,167140,5.0 M,4.31,1.5,3.2,0.0,GAME CASINO,119330,18420,8458,3905,17025,False
67,Bingo by Alisa - Free Live Multiplayer Bingo Games,154097,1.0 M,4.61,0.0,0.0,0.0,GAME CASINO,119094,21254,7367,2113,4266,False
68,Poker Texas Boyaa,146419,5.0 M,3.83,0.1,0.1,0.0,GAME CASINO,84888,14103,13243,5677,28506,False
69,Let's Vegas Slots - Casino Slots,146033,1.0 M,4.17,0.1,0.7,0.0,GAME CASINO,97688,16991,8575,3408,19369,False
70,Scratch Day,145246,5.0 M,4.0,0.3,0.3,0.0,GAME CASINO,87790,17576,12977,5672,21228,False
71,Slot Machine - FREE Casino,141373,10.0 M,4.15,18.4,36.9,0.0,GAME CASINO,83170,26080,14386,5285,12449,False
72,Cổng game ZingPlay - Game bài - Game cờ - Tiến lên,138603,10.0 M,3.95,1.3,2.9,0.0,GAME CASINO,93435,7709,4657,2652,30147,False
73,Slots: Get Rich Free Slots Casino Games Offline,137907,1.0 M,4.79,0.6,1.6,0.0,GAME CASINO,125159,5459,2319,1049,3919,False
74,Blackjack 21,137620,1.0 M,4.21,0.0,0.0,0.0,GAME CASINO,93065,17190,6716,3857,16790,False
75,ไฮโลพื้นบ้าน Hilo - รวมเกมดัมมี่ ไฮโล ไพ่สลาฟ ฯลฯ,135368,1.0 M,4.34,0.1,0.3,0.0,GAME CASINO,99806,11947,6958,2839,13816,False
76,Rock N' Cash Casino Slots -Free Vegas Slot Games,133125,1.0 M,4.53,3.2,7.7,0.0,GAME CASINO,98052,19039,8788,2448,4797,False
77,Bingo Journey - Lucky & Fun Casino Bingo Games,132533,1.0 M,4.54,1.9,4.4,0.0,GAME CASINO,98883,18304,8323,2473,4548,False
78,Best Casino Free Slots: Casino Slot Machine Games,131637,1.0 M,4.29,0.0,0.0,0.0,GAME CASINO,85194,22081,10690,4120,9550,False
79,Jackpot Magic Slots™: Social Casino & Slot Games,125668,5.0 M,4.32,0.0,0.1,0.0,GAME CASINO,88624,15623,6562,2768,12088,False
80,Slots Vacation - FREE Slots,125267,5.0 M,4.42,0.2,0.3,0.0,GAME CASINO,91547,14749,7199,3289,8479,False
81,Free Slots!,120559,5.0 M,4.79,1.1,2.4,0.0,GAME CASINO,109036,5206,2358,939,3017,False
82,Stars Slots Casino - HUUUGE casino games,119265,1.0 M,4.64,4.2,9.0,0.0,GAME CASINO,98550,10041,4162,1667,4843,False
83,Free Slots Casino - Adventures,116799,1.0 M,4.74,0.0,0.0,0.0,GAME CASINO,103602,5880,2003,797,4515,False
84,ไพ่แคง-รวมดัมมี่dummy ป๊อกเด้ง เก้าเกไทย เกมไพ่ฟรี,116702,1.0 M,4.73,1.4,2.6,0.0,GAME CASINO,100686,7277,4447,1508,2780,False
85,myVEGAS Blackjack 21 - Free Vegas Casino Card Game,116519,1.0 M,4.63,0.1,0.1,0.0,GAME CASINO,93670,13377,3196,1618,4655,False
86,Bingo Holiday: Free Bingo Games,115882,1.0 M,4.61,0.8,1.4,0.0,GAME CASINO,89246,15887,5739,1709,3299,False
87,Cash Storm Casino - Free Vegas Jackpot Slots Games,112924,1.0 M,4.69,99.1,5.1,0.0,GAME CASINO,97965,5893,3021,1465,4577,False
88,SLOTS - Black Diamond Casino,107239,1.0 M,4.47,0.1,0.3,0.0,GAME CASINO,79670,14806,3721,2015,7024,False
89,Winning Slots casino games:free vegas slot machine,106532,5.0 M,4.44,0.5,0.8,0.0,GAME CASINO,84301,6325,3801,2773,9329,False
90,Free Robux Loto 2020,106217,1.0 M,4.18,8.4,19.6,0.0,GAME CASINO,75028,8589,4447,3118,15033,False
91,ไพ่เท็กซัสไทย HD,103281,1.0 M,4.45,0.0,0.0,0.0,GAME CASINO,78185,10290,5224,1978,7602,False
92,Cash Blitz Free Slots: Casino Slot Machine Games,102726,1.0 M,4.81,6.1,14.2,0.0,GAME CASINO,93248,4887,1510,764,2314,False
93,Vegas Downtown Slots™ - Slot Machines & Word Games,102312,1.0 M,4.45,0.0,0.0,0.0,GAME CASINO,76788,11130,5196,2333,6862,False
94,Jackpot Poker by PokerStars™ – FREE Poker Online,100896,1.0 M,4.29,0.3,0.5,0.0,GAME CASINO,72149,11548,3639,1749,11808,False
95,Vegas Friends - Casino Slots for Free,100545,1.0 M,4.62,5.4,18.4,0.0,GAME CASINO,80849,10063,4315,1343,3972,False
96,Bingo™,99440,5.0 M,4.41,0.0,0.0,0.0,GAME CASINO,71902,12048,6509,2569,6409,False
97,Slots on Tour Casino - Vegas Slot Machine Games HD,98839,500.0 k,4.69,0.2,0.3,0.0,GAME CASINO,78485,14278,3377,739,1958,False
98,ดัมมี่ไทยแลนด์-รวมไพ่แคง เก้าเก ไฮโล เกมไพ่ฟรี,95001,1.0 M,4.79,3.1,7.8,0.0,GAME CASINO,85841,3886,2085,855,2331,False
99,Spin Day - Win Real Money,94585,1.0 M,3.51,0.1,0.2,0.0,GAME CASINO,48360,8091,7458,4906,25768,False
100,Old Vegas Slots – Classic Slots Casino Games,94310,1.0 M,4.64,0.2,0.3,0.0,GAME CASINO,78573,7148,2949,1389,4249,False
1,Candy Crush Saga,30859251,1000.0 M,4.56,0.7,1.6,0.0,GAME CASUAL,23521533,4128497,1484852,457810,1266557,False
2,My Talking Tom,16715691,500.0 M,4.33,0.3,0.6,0.0,GAME CASUAL,12245585,1517427,845986,445084,1661606,False
3,My Talking Angela,12866276,500.0 M,4.19,0.7,1.5,0.0,GAME CASUAL,9026260,1080309,639206,393974,1726524,False
4,Hay Day,11955303,100.0 M,4.41,0.2,0.5,0.0,GAME CASUAL,8872129,1242739,602283,298057,940093,False
5,Pou,11449723,500.0 M,4.28,0.3,0.5,0.0,GAME CASUAL,8147778,1063304,691763,335246,1211630,False
6,Minion Rush: Despicable Me Official Game,10647190,100.0 M,4.4,0.1,0.1,0.0,GAME CASUAL,7892782,1106289,539035,232383,876698,False
7,Gardenscapes,10561106,100.0 M,4.36,1.0,2.5,0.0,GAME CASUAL,7477650,1401119,583497,252414,846424,False
8,Homescapes,9950630,100.0 M,4.35,1.7,3.9,0.0,GAME CASUAL,6974932,1342886,575548,244526,812736,False
9,Farm Heroes Saga,9014495,100.0 M,4.61,0.5,1.1,0.0,GAME CASUAL,7016344,1171316,426099,123431,277303,False
10,Township,8202126,100.0 M,4.24,0.5,1.0,0.0,GAME CASUAL,5628046,953132,466013,246865,908068,False
11,Candy Crush Soda Saga,8005959,100.0 M,4.54,0.5,1.1,0.0,GAME CASUAL,5985441,1147501,417925,126849,328241,False
12,Plants vs Zombies™ 2 Free,6886372,100.0 M,4.39,0.5,1.1,0.0,GAME CASUAL,5078987,736172,336369,159939,574903,False
13,Angry Birds 2,5667376,100.0 M,4.34,0.5,1.2,0.0,GAME CASUAL,4013034,704002,310467,146199,493671,False
14,Coin Master,5482333,100.0 M,4.35,3.3,8.1,0.0,GAME CASUAL,4000193,562618,270061,119111,530347,False
15,My Cafe — Restaurant Game. Serve & Manage,4112331,50.0 M,4.53,0.7,1.5,0.0,GAME CASUAL,3192359,423771,197104,83197,215897,False
16,The Simpsons™: Tapped Out,4073314,100.0 M,4.13,0.1,0.2,0.0,GAME CASUAL,2656080,485913,255723,140120,535476,False
17,LINE Let's Get Rich,3980631,50.0 M,4.03,0.1,0.1,0.0,GAME CASUAL,2565110,391807,250411,132185,641116,False
18,Pet Rescue Saga,3465392,100.0 M,4.59,0.1,0.2,0.0,GAME CASUAL,2718524,398371,151104,54872,142518,False
19,My Talking Tom 2,3452778,100.0 M,4.3,2.2,5.2,0.0,GAME CASUAL,2533867,280936,162604,106373,368995,False
20,Gacha Life,2963865,50.0 M,4.45,2.3,5.1,0.0,GAME CASUAL,2284162,274676,110460,52183,242381,False
21,Bubble Witch 2 Saga,2951211,100.0 M,4.55,0.1,0.1,0.0,GAME CASUAL,2181705,442742,186683,45095,94983,False
22,FarmVille 2: Country Escape,2899465,50.0 M,4.33,0.3,0.7,0.0,GAME CASUAL,1990779,407736,193279,85960,221709,False
23,Talking Tom Cat,2229993,100.0 M,4.01,0.7,1.4,0.0,GAME CASUAL,1441613,187503,140242,98837,361797,False
24,My Home - Design Dreams,2108014,100.0 M,4.36,1.3,3.0,0.0,GAME CASUAL,1472413,289634,137654,57338,150972,False
